"imageCSV_only.i.","div","plateID","rowID","colID","density","uniqueCells.k.","avgRelTurnAngle","avgAbsRelTurnAngle","avgSegLen","totLen","degree","numNeurites","avgTort","totCPs","avgCPs"
"asl-rhin-CB2-20_0004_tracings.csv",1.5,"C","B",2,10000,"4",-7.64546801126515,27.2862066587953,8.69840126146336,26.0952037843901,1,1,1.05043018964242,2,2
"asl-rhin-CB2-20_0004_tracings.csv",1.5,"C","B",2,10000,"3",-8.24261629751447,23.4711465263174,8.06513542570552,96.7816251084663,4,4,1.04945015641328,8,2
"asl-rhin-CB2-20_0004_tracings.csv",1.5,"C","B",2,10000,"6",-30.451523144126,30.451523144126,8.32953642867883,16.6590728573577,1,1,1.05410220131721,1,1
"asl-rhin-CB2-20_0005_tracings.csv",1.5,"C","B",2,10000,"2",2.91807885733069,15.2522565800651,10.2404607620603,102.404607620603,3,3,1.04045166544746,7,2.33333333333333
"asl-rhin-CB2-20_0005_tracings.csv",1.5,"C","B",2,10000,"4",25.3834112117741,25.3834112117741,6.93093889583119,13.8618777916624,4,4,1.01887836382071,1,1
"asl-rhin-CB2-20_0005_tracings.csv",1.5,"C","B",2,10000,"1",-7.05556236714586,21.1576268507271,8.13433414864096,89.4776756350506,7,7,1.04673561481147,7,1.75
"asl-rhin-CB2-20_0005_tracings.csv",1.5,"C","B",2,10000,"3",-3.51603671526893,28.5279273146177,6.59006281097226,46.1304396768059,3,3,1.03682542152825,4,1.33333333333333
"asl-rhin-CB2-20_0005_tracings.csv",1.5,"C","B",2,10000,"6",-9.29834808707454,26.4067458972651,12.1514963133321,72.9089778799929,4,4,1.02632055947149,5,5
"asl-rhin-CB2-20_0005_tracings.csv",1.5,"C","B",2,10000,"5",4.35174907459887,29.3271509490843,10.1781904105375,40.7127616421499,1,1,1.09815750238975,3,3
"asl-rhin-CB2-20_0006_tracings.csv",1.5,"C","B",2,10000,"2",3.92929611517939,3.92929611517939,11.7101942792714,23.4203885585427,1,1,1.01653790771137,1,1
"asl-rhin-CB2-20_0006_tracings.csv",1.5,"C","B",2,10000,"3",-16.7717929008071,26.6609828529374,9.33069268225972,46.6534634112986,1,1,1.12095995807174,4,4
"asl-rhin-CB2-20_0006_tracings.csv",1.5,"C","B",2,10000,"1",0.172057329133601,24.5604660488975,12.342873005865,37.0286190175949,1,1,1.04897259358372,2,2
